word,phonetic,pos,meaning,example,example_trans,image_url
independence,ˌɪndɪ'pendəns,,独立； 自主； 自立 (n.),,,
shrub,ʃrʌb,,灌木 (n.),,,
presentation,ˌprezn'teɪʃn,,提供， 显示； 外观， 图像； 授予， 赠送； 报告， 介绍； 表演 (n.),,,
nominate,'nɒmɪneɪt,,提名， 任命； 推荐， 指定 (vt.),,,
loom,luːm,,阴森地逼近， 隐现； 即将来临 (vi.)；织布机 (n.),,,
stationary,'steɪʃənri,,固定的， 静止不动的 (adj.),,,
restrain,rɪ'streɪn,,阻止， 控制； 抑制， 遏制 (vt.),,,
awkward,'ɔːkwəd,,笨拙的， 尴尬的； 难操纵的， 使用不便的； 不灵巧的 (adj.),,,
ruin,'ruːɪn,,毁坏 (v.)；毁灭；废墟 (n.),,,
beforehand,bɪ'fɔːhænd,,预先， 事先 (adv.),,,
formidable,'fɔːmɪdəbl,,可怕的， 令人敬畏的； 难以克服的， 难对付的 (adj.),,,
impatient,ɪm'peɪʃnt,,不耐烦的， 急躁的； 热切的， 急切的 (adj.),,,
invert,ɪn'vɜːt,,使倒转， 使倒置， 使颠倒 (vt.),,,
cradle,'kreɪdl,,摇篮；策源地，发源地 (n.)；轻轻地抱， 捧 (vt.),,,
discrete,dɪ'skriːt,,分离的， 不相关联的 (adj.),,,
assurance,ə'ʃuərəns,,把握， 信心； 保证， 表示保证的话； 保险 (n.),,,
psychiatrist,saɪ'kaɪətrɪst,,精神科医生， 精神病专家 (n.),,,
squad,skwɒd,,班， 小队， 小组 (n.),,,
disrupt,dɪs'rʌpt,,使中断； 扰乱 (vt.),,,
scar,skɑː,,留下伤痕 (v.)；伤疤，伤痕；创伤 (n.),,,
sergeant,'sɑːdʒənt,,中士， 警官 (n.),,,
vital,'vaɪtl,,生死攸关的， 极其重要的； 生命的， 有生命力的 (adj.),,,
eccentric,ɪk'sentrɪk,,古怪的，怪癖的，异乎寻常的 (adj.)；古怪的人， 怪癖的人 (n.),,,
conflict,'kɒnflɪkt,,冲突， 抵触 (vi.)；冲突， 抵触； 争论； 战斗， 战争 (n.),,,
appliance,ə'plaɪəns,,用具， 器具， 器械 (n.),,,
alloy,'ælɒɪ,,合金 (n.)；将…铸成合金 (vt.),,,
delusion,dɪ'luːʒn,,欺骗； 哄骗 (n.),,,
mass,mæs,,大量的，大规模的 (adj.)；聚集， 集中 (v.)；众多，大量；团，块，堆；群众；质量 (n.),,,
detect,dɪ'tekt,,察觉， 发觉； 侦查出 (vt.),,,
update,ˌʌp'deɪt,,更新；使现代化 (vt.)；最新信息 (n.),,,
renaissance,rɪ'neɪsns,,文艺复兴， 文艺复兴时期； 复兴， 再生 (n.),,,
poisonous,'pɔɪzənəs,,有毒的； 恶毒的 (adj.),,,
condemn,kən'dem,,谴责， 指责； 判…刑， 宣告…有罪 (vt.),,,
assistance,ə'sɪstəns,,协助， 援助 (n.),,,
auction,'ɔːkʃn,,拍卖 (n&vt.),,,
propel,prə'pel,,推进， 推动； 激励， 驱使 (vt.),,,
admit,əd'mɪt,,承认 (vi.)；承认，供认；准许…进入 (vt.),,,
uneven,ʌn'iːvn,,不平坦的， 不平滑的； 不一致的， 不相等的 (adj.),,,
definition,ˌdefɪ'nɪʃn,,定义， 释义， 定界； 清晰， 鲜明 (n.),,,
mansion,'mænʃn,,大厦， 宅邸 (n.),,,
mask,mɑːsk,,面具，面罩，口罩；伪装 (n.)；遮盖， 掩饰 (vt.),,,
patrol,pə'trəul,,巡逻，巡查 (v.)；巡逻， 巡查； 巡逻兵， 巡逻队 (n.),,,
nickel,'nɪkl,,镍； 五分镍币， 五分钱 (n.),,,
patron,'peɪtrən,,资助人， 赞助人； 老主顾， 顾客 (n.),,,
entail,ɪn'teɪl,,使承担； 使成为必要， 需要 (vt.),,,
inferior,ɪn'fɪəriə,,下等的，劣等的 (adj.)；下级， 下属 (n.),,,
apply,ə'plaɪ,,应用，实施，使用；适用；申请，请求 (vi.)；涂， 敷， 施 (vt.),,,
propaganda,ˌprɒpə'gændə,,宣传 (n.),,,
overlook,ˌəuvə'luk,,忽视； 宽恕； 俯瞰 (vt.),,,
refuge,'refjuːdʒ,,庇护所， 避难处； 庇护 (n.),,,
dramatic,drə'mætɪk,,引人注目的， 激动人心的； 戏剧的 (adj.),,,
incredible,ɪn'kredəbl,,不能相信的， 不可信的， 难以置信的； 惊人的 (adj.),,,
certainty,'sɜːtnti,,必然的事， 确定的事实； 确信， 确实 (n.),,,
corrode,kə'rəud,,腐蚀， 侵蚀 (v.),,,
spine,spaɪn,,脊柱， 脊椎； 刺， 刺毛； 书脊 (n.),,,
commend,kə'mend,,称赞， 表扬； 推荐 (vt.),,,
parasite,'pærəsaɪt,,寄生生物； 寄生虫 (n.),,,
artificial,ˌɑːtɪ'fɪʃl,,人工的， 人为的； 矫揉造作的； 模拟的 (adj.),,,
deficiency,dɪ'fɪʃnsi,,缺乏， 不足； 缺点， 缺陷 (n.),,,
imaginary,ɪ'mædʒɪnəri,,想象中的， 假想的 (adj.),,,
formula,'fɔːmjələ,,公式， 式； 原则， 方案； 配方 (n.),,,
disgust,dɪs'gʌst,,厌恶， 憎恶 (n&vt.),,,
transcend,træn'send,,超出， 超越范围 (vt.),,,
tribute,'trɪbjuːt,,颂词， 称赞， 礼物； 贡品 (n.),,,
mob,mɒb,,暴民，乌合之众 (n.)；成群围住， 聚众袭击 (vt.),,,
subordinate,sə'bɔːdɪnət,,下级的，级别低的；次要的，从属的 (adj.)；部属， 下级 (n.)；使处于次要地位， 使从属于 (vt.),,,
trend,trend,,伸向，倾向 (vi.)；倾向 (n.),,,
achievement,ə'tʃiːvmənt,,完成； 成就， 成绩 (n.),,,
sturdy,'stɜːdi,,强壮的， 结实的， 坚固的； 坚定的， 坚强的 (adj.),,,
desirable,dɪ'zaɪərəbl,,吸引人的， 可取的 (adj.),,,
consist,kən'sɪst,,由…组成； 在于； 一致 (vi.),,,
reliable,rɪ'laɪəbl,,可靠的， 可依赖的 (adj.),,,
compatible,kəm'pætəbl,,兼容的； 能和睦相处的， 合得来的 (adj.),,,
incentive,ɪn'sentɪv,,刺激， 鼓励 (n.),,,
critic,'krɪtɪk,,批评家， 爱挑剔的人 (n.),,,
preliminary,prɪ'lɪmɪnəri,,预备的，初步的 (adj.)；初步做法， 起始行为 (n.),,,
obstacle,'ɒbstəkl,,障碍， 障碍物； 妨害 (n.),,,
profession,prə'feʃn,,职业； 公开表示 (n.),,,
van,væn,,大篷车， 运货车 (n.),,,
dizzy,'dɪzi,,头晕目眩的，眩晕的；头晕的 (adj.)；令人发晕 (vt.),,,
resemblance,rɪ'zembləns,,相似， 形似 (n.),,,
exceptional,ɪk'sepʃənl,,优越的， 杰出的； 例外的， 独特的， 异常的 (adj.),,,
constitute,'kɒnstɪtjuːt,,组成， 形成； 设立； 任命 (vt.),,,
cherish,'tʃerɪʃ,,珍爱， 珍视； 爱护， 抚育； 抱有， 怀有 (vt.),,,
discrepancy,dɪs'krepənsi,,不符合， 不一致 (n.),,,
spectrum,'spektrəm,,谱， 光谱， 频谱； 范围， 幅度， 系列 (n.),,,
convince,kən'vɪns,,使确信， 使信服， 说服 (vt.),,,
prolong,prə'lɒŋ,,延长， 拉长， 拖延 (vt.),,,
missionary,'mɪʃənri,,传教士 (n.),,,
terminate,'tɜːmɪneɪt,,停止， 终止 (v.),,,
valve,vælv,,阀， 活门； 瓣膜， 活瓣 (n.),,,
refund,ˈriːfʌnd,,退款 (n.)；退还 (vt.),,,
remnant,'remnənt,,残留部分 (n.),,,
internal,ɪn'tɜːnl,,内的， 国内的； 内心的 (adj.),,,
literary,'lɪtərəri,,文学的； 文人的， 书卷气的 (adj.),,,
classical,'klæsɪkl,,古典的， 经典的 (adj.),,,
privilege,'prɪvəlɪdʒ,,特权； 优惠 (n.),,,
substitute,'sʌbstɪtjuːt,,代替人，代用品 (n.)；用…代替 (vt.),,,
mortgage,'mɔːgɪdʒ,,抵押，抵押借款 (n.)；抵押 (vt.),,,
blaze,bleɪz,,熊熊燃烧，着火；发光，放光彩；迸发，爆发 (vi.)；火焰， 烈火； 光辉， 强烈的光； 迸发， 爆发； 灿烂， 炫耀 (n.),,,
moreover,mɔːr'əuvə,,而且， 再者， 此外 (adv.),,,
scatter,'skætə,,撒， 散播； 使散开， 驱散 (vt.),,,
violate,'vaɪəleɪt,,违反， 违背； 亵渎； 侵犯， 妨碍 (vt.),,,
federal,'fedərəl,,联邦的， 联盟的 (adj.),,,
verify,'verɪfaɪ,,证实， 查证， 证明 (vt.),,,
excursion,ɪk'skɜːʃn,,远足， 短途旅行 (n.),,,
inaugurate,ɪ'nɔːgjəreɪt,,开始， 开展； 为…举行就职典礼； 为…举行开幕式， 为…举行落成仪式 (vt.),,,
undergo,ˌʌndə'gəu,,经历； 经受， 忍受 (vt.),,,
reward,rɪ'wɔːd,,报答，奖赏；报酬，酬金 (n.)；报答， 酬谢， 奖励 (vt.),,,
graze,greɪz,,吃青草 (vi.)；放牧；擦伤；擦过，掠过 (vt.)；擦破 (n.),,,
coupon,'kuːpɒn,,礼券， 优惠券； 配给券， 票证 (n.),,,
multitude,'mʌltɪtjuːd,,大量， 许多； 大众， 民众 (n.),,,
inhabit,ɪn'hæbɪt,,居住于， 栖居于 (vt.),,,
siege,siːdʒ,,包围， 围困 (n.),,,
abstract,'æbstrækt,,抽象的，抽象派的 (adj.)；摘要，梗概；抽象派艺术作品 (n.),,,
agenda,ə'dʒendə,,议程 (n.),,,
degenerate,dɪ'dʒenəreɪt,,衰退，堕落，蜕化 (vi.)；衰退的，堕落的 (adj.)；堕落者 (n.),,,
nurture,'nɜːtʃə,,养育， 培育， 滋养 (n&vt.),,,
destructive,dɪ'strʌktɪv,,破坏的， 毁灭的 (adj.),,,
appearance,ə'pɪərəns,,出现， 来到； 外观 (n.),,,
culture,'kʌltʃə,,文化， 文明； 教养； 培养； 培养菌 (n.),,,
paternity,pə'tɜːnəti,,父权， 父子关系 (n.),,,
hasty,'heɪsti,,草率的， 轻率的； 急速的， 匆忙的， 仓促完成的 (adj.),,,
anonymous,ə'nɒnɪməs,,无名的， 不具名的； 匿名的； 无特色的， 无个性特征的 (adj.),,,
fake,feɪk,,假的，伪造的 (adj.)；假货；骗子 (n.)；伪造， 捏造； 伪装 (vt.),,,
span,spæn,,跨距，一段时间 (n.)；持续， 贯穿， 包括； 横跨， 跨越 (vt.),,,
escort,'eskɔːt,,护卫者，护送者 (n.)；护送， 护卫 (vt.),,,
bizarre,bɪ'zɑː(r),,奇形怪状的， 怪诞的 (adj.),,,
existence,ɪg'zɪstəns,,存在， 实在； 生存 (n.),,,
ascribe,ə'skraɪb,,把…归因于， 把…归属于 (vt.),,,
threshold,'θreʃhəuld,,门槛， 门口； 入门， 开端， 起始点 (n.),,,
float,fləut,,浮动， 漂浮， 飘动 (v.),,,
minority,maɪ'nɒrəti,,少数； 少数民族 (n.),,,
axis,'æksɪs,,轴， 轴线， 中心线； 坐标轴， 基准线 (n.),,,
pole,pəul,,杆； 极， 磁极， 电极 (n.),,,
preferable,'prefrəbl,,更可取的， 更好的， 更合意的 (adj.),,,
reference,'refrəns,,提到， 论及； 参考， 查阅； 引文； 参考书目； 证明书， 推荐信 (n.),,,
spite,spaɪt,,恶意，怨恨；不顾 (n.)；刁难， 欺侮 (vt.),,,
defendant,dɪ'fendənt,,被告 (n.),,,
arrange,ə'reɪndʒ,,安排， 准备； 整理 (v.),,,
olive,'ɒlɪv,,橄榄， 橄榄树 (n.),,,
coarse,kɔːs,,粗的， 粗糙的； 粗劣的； 粗俗的 (adj.),,,
exaggerate,ɪg'zædʒəreɪt,,夸大， 夸张 (v.),,,
streamline,'striːmlaɪn,,使成流线型； 精简， 使效率更高 (vt.),,,
imply,ɪm'plaɪ,,暗示， 意指 (vt.),,,
offset,'ɒfset,,补偿， 抵消 (vt.),,,
commitment,kə'mɪtmənt,,承诺， 许诺， 保证； 信奉， 献身； 承担的义务 (n.),,,
cavity,'kævəti,,洞， 穴， 凹处； 龋洞 (n.),,,
coward,'kauəd,,胆小鬼， 懦夫 (n.),,,
fossil,'fɒsl,,化石； 食古不化的人， 老顽固 (n.),,,
poke,pəuk,,伸出，突出 (vi.)；戳，捅；用…戳，把…戳向；伸出，突出 (vt.)；戳， 捅 (n.),,,
rejection,rɪ'dʒekʃn,,拒绝 (n.),,,
fixture,'fɪkstʃə,,固定装置； 固定在某位置的人 (n.),,,
manufacture,ˌmænju'fæktʃə,,制造，加工 (vt.)；制造， 制造业 (n.),,,
collision,kə'lɪʒn,,碰撞； 冲突， 抵触 (n.),,,
sequence,'siːkwəns,,连续， 接续， 一连串； 次序， 顺序 (n.),,,
recruit,rɪ'kruːt,,招募， 吸收 (vt.),,,
provision,prə'vɪʒn,,供应； 准备， 预备； 条款， 规定； 给养， 口粮 (n.),,,
calorie,'kæləri,,大卡； 卡 (n.),,,
slogan,'sləugən,,标语， 口号； 广告语 (n.),,,
invariably,ɪn'veəriəbli,,不变地， 始终如一地， 总是 (adv.),,,
commence,kə'mens,,开始 (v.),,,
tract,trækt,,传单， 小册子； 大片 (n.),,,
configuration,kənˌfɪgə'reɪʃn,,配置， 布局， 构造 (n.),,,
mercury,'mɜːkjəri,,水银， 汞 (n.),,,
frequent,'friːkwənt,,时常发生的， 常见的 (adj.),,,
chunk,tʃʌŋk,,厚片， 大块； 相当大的部分 (n.),,,
interact,ˌɪntər'ækt,,相互作用， 相互影响 (vi.),,,
commonplace,'kɒmənpleɪs,,普通的，平庸的 (adj.)；寻常的事物， 平庸的东西 (n.),,,
aggregate,'ægrɪgət; (for v.) ˈægrɪgeɪt,,总计的， 合计的 (adj.)；总数，合计 (n.)；总计达， 合计； 使聚集， 使积聚 (vt.),,,
seemingly,'siːmɪŋli,,表面上， 看上去 (adv.),,,
attendant,ə'tendənt,,伴随的， 随之产生的 (adj.)；服务人员，侍者，随从 (n.),,,
array,ə'reɪ,,展示；陈列，一系列；排列，队形；衣服，盛装； (n.),,,
parameter,pə'ræmɪtə,,界限， 范围； 参数 (n.),,,
extinct,ɪk'stɪŋkt,,灭绝的， 绝种的； 不再活跃的， 熄灭了的， 已废弃的 (adj.),,,
discriminate,dɪ'skrɪmɪneɪt,,区别， 辨别； 有差别地对待， 歧视 (vi.),,,
degrade,dɪ'greɪd,,降低…的身份， 有辱…的人格； 使降解， 使退化 (vt.),,,
opaque,əu'peɪk,,不透明的， 不透光的； 难理解的， 晦涩的 (adj.),,,
repay,rɪ'peɪ,,归还； 报答 (vt.),,,
monetary,'mʌnɪtri,,钱的， 货币的； 金融的 (adj.),,,
grave,greɪv,,严重的， 严肃的 (adj.)；坟墓 (n.),,,
advantage,əd'vɑːntɪdʒ,,优点， 优势； 好处 (n.),,,
controversy,'kɒntrəvɜːsi,,争论， 辩论 (n.),,,
command,kə'mɑːnd,,命令， 指挥； 控制 (n&vt.),,,
compulsory,kəm'pʌlsəri,,必须做的， 强制性的； 必修的 (adj.),,,
performance,pə'fɔːməns,,演出； 履行， 执行， 完成； 工作情况， 表现， 工作性能 (n.),,,
serial,'sɪəriəl,,连续的， 顺序排列的 (adj.)；连续剧，连载故事 (n.),,,
anticipate,æn'tɪsɪpeɪt,,预料， 预期， 期望； 先于…行动， 提前使用 (vt.),,,
detach,dɪ'tætʃ,,拆卸； 使分开， 使分离 (vt.),,,
slash,slæʃ,,砍；大幅度削减 (vt.)；砍， 砍痕； 斜线号 (n.),,,
fabricate,'fæbrɪkeɪt,,捏造， 伪造， 编造； 建造 (vt.),,,
comic,'kɒmɪk,,喜剧的，滑稽的 (adj.)；连环漫画； 喜剧演员 (n.),,,
perfection,pə'fekʃn,,完美， 完善 (n.),,,
vague,veɪg,,不明确的； 含糊的； 暧昧的 (adj.),,,
pope,pəup,,教皇， 罗马主教 (n.),,,
exception,ɪk'sepʃn,,例外， 除外 (n.),,,
ego,'iːgəu,,自我， 自己， 自尊 (n.),,,
urge,ɜːdʒ,,鼓励；推进，催促；竭力主张，强烈要求 (vt.)；冲动， 强烈的欲望 (n.),,,
spouse,spaus,,配偶 (n.),,,
score,skɔː,,得分，比数，成绩；二十 (n.)；分， 给…打分； 画线于； 获胜 (vt.),,,
isle,aɪl,,小岛， 岛 (n.),,,
enclosure,ɪn'kləuʒə,,四周有篱笆的场地， 围场； 附件 (n.),,,
graduate,ˈɡradʒʊeɪt,,研究生的 (adj.)；毕业 (v.)；毕业生；研究生 (n.),,,
famine,'fæmɪn,,饥荒； 严重的缺乏 (n.),,,
quota,'kwəutə,,定额， 限额， 配额 (n.),,,
unanimous,ju'nænɪməs,,全体一致的， 一致同意的 (adj.),,,
scorn,skɔːn,,轻蔑，鄙视 (n.)；轻蔑， 鄙视； 拒绝， 不屑 (vt.),,,
thermal,'θɜːml,,热的， 由热造成的； 保暖的 (adj.),,,
sulfur,'sʌlfə,,硫 (n.),,,
visual,'vɪʒuəl,,看的， 视觉的 (adj.),,,
terrain,tə'reɪn,,地形， 地势 (n.),,,
grief,griːf,,悲伤， 悲痛； 悲伤的事， 悲痛的缘由 (n.),,,
rap,ræp,,说唱 (vi.)；敲击，急敲；突然厉声说出；责备，训斥 (vt.)；敲击， 急敲 (n.),,,
upgrade,ˌʌp'greɪd,,提升，使升级 (vt.)；向上的斜坡 (n.),,,
instruct,ɪn'strʌkt,,教， 指示； 通知； 教育 (vt.),,,
appendix,ə'pendɪks,,阑尾； 附录 (n.),,,
virtually,'vɜːtʃuəli,,事实上， 实质上 (adv.),,,
agreeable,ə'griːəbl,,令人愉快的， 惬意的； 同意的， 乐意的 (adj.),,,
economy,i'kɒnəmi,,经济； 节约， 节省 (n.),,,
community,kə'mjuːnəti,,社区， 社会， 公社； 团体， 界； 群落 (n.),,,
version,'vɜːʃn,,译文， 说法， 改写本 (n.),,,
sprinkle,'sprɪŋkl,,撒，洒 (v.)；少量， 少数 (n.),,,
bronze,brɒnz,,青铜， 青铜色， 古铜色； 青铜制品， 铜牌 (n.),,,
conception,kən'sepʃn,,思想， 观念， 概念； 构想， 设想； 怀孕 (n.),,,
municipal,mjuː'nɪsɪpl,,市的， 市政的 (adj.),,,
detain,dɪ'teɪn,,拘留， 扣留； 留住， 耽搁 (vt.),,,
institute,'ɪnstɪtjuːt,,研究所，学院 (n.)；建立， 设立 (vt.),,,
endure,ɪn'djuə,,忍受， 容忍； 持久， 持续 (v.),,,
detail,'diːteɪl,,细节，枝节；零件 (n.)；详细说明 (vt.),,,
subculture,'sʌbkʌltʃə,,亚文化 (n.),,,
appropriate,ə'prəupriət,,适当的，恰当的 (adj.)；私吞； 拨款供专用 (vt.),,,
criterion,kraɪ'tɪəriən,,标准， 准则 (n.),,,
essence,'esns,,本质， 实质， 要素； 精髓， 精华 (n.),,,
pore,pɔː,,仔细阅读， 审视 (vi.)；毛孔，细孔 (n.),,,
utility,juː'tɪləti,,效用， 有用 (n.),,,
manual,'mænjuəl,,用手的，手工做的 (adj.)；手册， 指南 (n.),,,
maneuver,mə'nuːvə,,设法变动位置； 用策略， 耍花招 (vi.)；谨慎而熟练的动作；策略，花招；演习 (n.)；设法使变动位置；操纵，控制 (vt.),,,
symphony,'sɪmfəni,,交响乐， 交响曲； 和谐， 协调 (n.),,,
eloquent,'eləkwənt,,雄辩的， 口才流利的， 有说服力的； 明白显示出的 (adj.),,,
optimistic,ˌɒptɪ'mɪstɪk,,乐观的， 乐观主义的 (adj.),,,
dual,'djuːəl,,双的， 两重的 (adj.),,,
submarine,ˌsʌbmə'riːn,,水底的， 海底的 (adj.)；潜水艇 (n.),,,
aspect,'æspekt,,方面； 朝向、 方向； 样子， 外表 (n.),,,
aggressive,ə'gresɪv,,侵略的， 好斗的； 敢作敢为的； 有进取心的 (adj.),,,
stump,stʌmp,,脚步沉重地走 (vi.)；树桩；残根，残余部分 (n.)；把…难住，使为难；在…做巡回演说 (vt.),,,
behavior,bɪ'heɪvjə,,行为， 举止， 表现 (n.),,,
federation,ˌfedə'reɪʃn,,联合会； 联邦 (n.),,,
minimize,'mɪnɪmaɪz,,使减少到最低限度； 极力贬低， 对…作最低估计 (vt.),,,
descend,dɪ'send,,下来，下降 (vi.)；走下， 爬下 (vt.),,,
signify,'sɪgnɪfaɪ,,有重要性 (vi.)；表示…的意思，意味，预示 (vt.),,,
logical,'lɒdʒɪkl,,逻辑的， 合乎常理的 (adj.),,,
reconciliation,ˌrekənsɪli'eɪʃn,,和解， 调和 (n.),,,
weird,wɪəd,,古怪的， 离奇的； 怪诞的， 神秘而可怕的 (adj.),,,
characterize,'kærəktəraɪz,,成为…的特征， 以…为特征； 描绘的特性， 描述 (vt.),,,
descent,dɪ'sent,,下降， 下倾； 斜坡， 坡道； 血统， 世系 (n.),,,
ridiculous,rɪ'dɪkjələs,,荒谬的， 可笑的 (adj.),,,
turbulent,'tɜːbjələnt,,动荡的， 混乱的； 汹涌的， 狂暴的 (adj.),,,
overt,əu'vɜːt,,公开的， 不隐蔽的 (adj.),,,
refute,rɪ'fjuːt,,驳斥， 驳倒 (vt.),,,
precedent,'presɪdənt,,先例， 范例； 【法】 判例； 惯例 (n.),,,
severe,sɪ'vɪə,,严重的； 严厉的， 严格的； 严峻的， 艰难的； 朴素的， 不加装饰的 (adj.),,,
emerge,i'mɜːdʒ,,出现， 涌现， 冒出 (vi.),,,
exemplify,ɪg'zemplɪfaɪ,,是…的典型； 例示， 举例证明 (vt.),,,
lease,liːs,,租约，租契 (n.)；出租； 租得， 租有 (vt.),,,
exploit,ˈeksplɔɪt;ɪkˈsplɔɪt,,剥削； 利用； 开拓 (vt.)；业绩， 功绩 (n.),,,
slap,slæp,,掴，掌击，拍；啪的一声放 (vt.)；掴， 掌击， 拍 (n.),,,
anniversary,ˌænɪ'vɜːsəri,,周年 (n.),,,
register,'redʒɪstə,,登记， 注册； 指示， 自动记下； 表示， 表达； 注意到， 记住； 把挂号 (v.)；登记，注册；登记表，注册簿 (n.),,,
communicate,kə'mjuːnɪkeɪt,,通讯， 交际， 交流； 连接， 相通； 传达， 传播； 传染 (v.),,,
evidence,'evɪdəns,,根据， 证据； 证人 (n.),,,
jerk,dʒɜːk,,猝然一动，猛拉 (v.)；急推， 急拉， 急扭 (n.),,,
fling,flɪŋ,,扔，掷；使扑，使投身 (vt.)；尽情欢乐的一阵， 一时的放纵 (n.),,,
stun,stʌn,,使震惊， 使目瞪口呆； 把…打昏， 使昏迷 (vt.),,,
acid,'æsɪd,,酸的， 酸性的； 尖刻的， 刻薄的 (adj.)；酸 (n.),,,
autonomy,ɔː'tɒnəmi,,自治， 自治权； 人身自由， 自主权 (n.),,,
transmission,trænz'mɪʃn,,传播， 发射； 传送， 传递； 传染 (n.),,,
blush,blʌʃ,,脸红 (n&vi.),,,
dubious,'djuːbjəs,,怀疑的， 犹豫不决的， 无把握的； 有问题的； 靠不住的 (adj.),,,
intuition,ˌɪntju'ɪʃn,,直觉； 由直觉获知的信息 (n.),,,
artillery,ɑː'tɪləri,,火炮， 大炮； 炮兵 (n.),,,
educational,ˌedʒu'keɪʃənl,,教育的， 教育性的 (adj.),,,
pose,pəuz,,造成，引起；提出，陈述；摆姿势；假装，冒充，装腔作势 (v.)；样子， 姿势 (n.),,,
finite,'faɪnaɪt,,有限的， 有限制的； 限定的 (adj.),,,
amend,ə'mend,,修改，修订，改进 (vt.)；赔罪， 赔偿 (n.),,,
erupt,ɪ'rʌpt,,喷发， 喷出； 爆发， 突然发生 (vi.),,,
exquisite,ɪk'skwɪzɪt,,精美的， 精致的； 敏锐的， 有高度鉴赏力的； 剧烈的， 感觉强烈的 (adj.),,,
collide,kə'laɪd,,碰撞， 互撞； 冲突， 抵触 (vi.),,,
remedy,'remədi,,补救办法，纠正办法；药品，治疗法 (n.)；补救， 纠正； 医治， 治疗 (vt.),,,
cardinal,'kɑːdɪnl,,最重要的； 基本的 (adj.)；红衣主教；【数】基数 (n.),,,
consent,kən'sent,,同意， 赞成 (n&vi.),,,
insist,ɪn'sɪst,,坚持； 坚持要求； 坚决认为 (v.),,,
fusion,'fjuːʒn,,联合， 合并； 核聚变 (n.),,,
volume,'vɒljuːm,,卷， 册， 书卷； 容积， 体积； 音量， 响度 (n.),,,
mutual,'mjuːtʃuəl,,相互的； 共同的 (adj.),,,
therefore,'ðeəfɔː,,因此， 所以 (adv.),,,
exchange,ɪks'tʃeɪndʒ,,交换； 交流； 兑换 (n&vt.),,,
indignant,ɪn'dɪgnənt,,愤怒的， 愤慨的， 义愤的 (adj.),,,
hesitate,'hezɪteɪt,,犹豫， 踌躇， 含糊； 不情愿 (vi.),,,
decimal,'desɪml,,十进位的 (adj.)；小数 (n.),,,
cynical,'sɪnɪkl,,愤世嫉俗的， 怀疑的 (adj.),,,
ventilate,'ventɪleɪt,,使通风； 把…公开， 公开讨论 (vt.),,,
scoop,skuːp,,舀出； 抢在之前报道新闻 (v.)；勺子；抢先报道的新闻 (n.),,,
companion,kəm'pæniən,,同伴， 共事者； 伴侣 (n.),,,
culminate,'kʌlmɪneɪt,,告终 (vi.),,,
breakdown,'breɪkdaun,,垮台， 破裂； 衰竭， 衰弱； 损坏， 故障； 明细， 清单 (n.),,,
directory,də'rektəri,,人名地址录； 工商行名录； 号码簿 (n.),,,
behave,bɪ'heɪv,,表现，举止；运转，做出反应 (vi.)；检点自己的行为 (vt.),,,
accomplish,ə'kʌmplɪʃ,,达到， 完成 (vt.),,,
strand,strænd,,股，缕；一个组成部分 (n.)；使搁浅 (vt.),,,
constituent,kən'stɪtjuənt,,组成的， 构成的 (adj.)；选民，选区居民；成分，组成；配料 (n.),,,
engine,'endʒɪn,,引擎， 发动机； 机车 (n.),,,
irritate,'ɪrɪteɪt,,使恼怒， 使烦躁； 使不适， 使疼痛 (vt.),,,
scope,skəup,,范围； 余地， 机会 (n.),,,
responsible,rɪ'spɒnsəbl,,需负责任的， 承担责任的； 有责任感的， 负责可靠的； 责任重大的， 重要的 (adj.),,,
linen,'lɪnɪn,,日用织品； 亚麻织品， 亚麻布 (n.),,,
expectancy,ɪk'spektənsi,,预料； 期待； 盼望 (n.),,,
illuminate,ɪ'ljuːmɪneɪt,,照明， 照亮； 阐明， 启发 (vt.),,,
liner,'laɪnə,,衬里； 大客轮 (n.),,,
identify,aɪ'dentɪfaɪ,,认出， 鉴定； 把…等同于 (vt.),,,
citizenship,'sɪtɪzənʃɪp,,"公民的身份, 公民的职责和权力 (n.)",,,
label,'leɪbl,,标签，标记，符号 (n.)；贴标签于； 把…称为 (vt.),,,
slippery,'slɪpəri,,滑的； 狡猾的 (adj.),,,
forum,'fɔːrəm,,论坛， 讨论会； 专题讨论节目 (n.),,,
contempt,kən'tempt,,轻视， 蔑视 (n.),,,
modify,'mɒdɪfaɪ,,更改， 修改； 修饰 (vt.),,,
environment,ɪn'vaɪrənmənt,,环境； 外界； 围绕 (n.),,,
clone,kləun,,无性繁殖， 克隆 (v.)；无性繁殖系，克隆；复制品，翻版 (n.),,,
betray,bɪ'treɪ,,背叛， 出卖； 失信于， 辜负； 泄露； 暴露， 显露 (vt.),,,
progressive,prə'gresɪv,,前进的； 渐进的； 进行式的 (adj.),,,
pledge,pledʒ,,保证，誓言 (n.)；保证， 许诺 (vt.),,,
exempt,ɪg'zempt,,被免除的， 被豁免的 (adj.)；免除，豁免 (vt.),,,
deliberate,dɪ'lɪb(ə)rət,,故意的， 蓄意的； 慎重的， 深思熟虑的 (adj.)；仔细考虑， 思考 (v.),,,
physiological,ˌfɪziə'lɒdʒɪkl,,生理的， 生理学的 (adj.),,,
shaft,ʃɑːft,,柄， 杆； 束， 光线； 轴； 竖井， 升降井 (n.),,,
aesthetic,iːs'θetɪk,,美学的， 审美的； 悦目的， 雅致的 (adj.),,,
