word,phonetic,pos,meaning,example,example_trans,image_url
regular exercises,,,无,,,
released,rɪ'li:st,v.,v. 释放（release的过去式）；已发布,,,
relevant,ˈreləvənt,adj.,adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的,,,
reinvest,ˌriːɪnˈvest,vt.,vt. 再投资于；再授给；vi. 再投资,,,
reinforce,ˌriːɪnˈfɔːs,n.,n. 加强；加固物；加固材料；vt. 加强，加固；强化；补充；vi. 求援；得到增援；给予更多的支持,,,
remember,rɪˈmembə(r),vi.,vi. 记得，记起；vt. 记得；牢记；纪念；代…问好,,,
remote communities,,,无,,,
residents,ˈrezɪdənts,n.,n. 居民；住院医生（resident的复数）；房客,,,
resistant,rɪˈzɪstənt,n.,n. 抵抗者；adj. 抵抗的，反抗的；顽固的,,,
rest,rest,n.,n. 休息，静止；休息时间；剩余部分；支架；vt. 使休息，使轻松；把…寄托于；vi. 休息；静止；依赖；安置,,,
rest area,,n.,n. 休息站,,,
restroom,ˈrestruːm; ˈrestrʊm,n.,n. 厕所；洗手间,,,
restrictions,rɪˈstrɪkʃ(ə)nz,n.,n. 限制；限制条件（restriction的复数形式）,,,
result,rɪˈzʌlt,n.,n. 结果；成绩；答案；比赛结果；vi. 结果；导致；产生,,,
retained,,v.,v. 保留；保存（retain的过去式形式）；adj. 保留的,,,
retrain,ˌriːˈtreɪn,vt.,vt. 重新教育；再教育；vi. 再训练；再教育,,,
return,rɪˈtɜːn,vi.,vi. 返回；报答；adj. 报答的；回程的；返回的；vt. 返回；报答；n. 返回；归还；回球,,,
return tickets,,, 来回车票；双程票；来回交通的套票,,,
repair,rɪˈpeə(r),n.,n. 修理，修补；修补部位；vt. 修理；恢复；补救，纠正；vi. 修理；修复,,,
repaired cost,,,无,,,
replacement,rɪˈpleɪsmənt,n.,n. 更换；复位；代替者；补充兵员,,,
request,rɪˈkwest,n.,n. 请求；需要；vt. 要求，请求,,,
repeat,rɪˈpiːt,n.,n. 重复；副本；vi. 重做；重复发生；vt. 重复；复制；背诵,,,
repel,rɪˈpel,vt.,vt. 击退；抵制；使厌恶；使不愉快,,,
representation,ˌreprɪzenˈteɪʃn,n.,n. 代表；表现；表示法；陈述,,,
reproduction,ˌriːprəˈdʌkʃn,n.,n. 繁殖，生殖；复制；复制品,,,
require,rɪˈkwaɪə(r),vt.,vt. 需要；要求；命令,,,
rescue diver,,,无,,,
responsibility,rɪˌspɒnsəˈbɪləti,n.,n. 责任，职责；义务,,,
retire,rɪˈtaɪə(r),n.,n. 退休；退隐；退兵信号；vi. 退休；撤退；退却；vt. 退休；离开；收回,,,
revenue,ˈrevənjuː,n.,n. 税收，国家的收入；收益,,,
review,rɪˈvjuː,n.,n. 回顾；复习；评论；检讨；检阅；vt. 回顾；检查；复审；vi. 回顾；复习功课；写评论,,,
reward,rɪˈwɔːd,n.,n. [劳经] 报酬；报答；酬谢；vt. [劳经] 奖励；奖赏,,,
reusable,ˌriːˈjuːzəbl,adj.,adj. 可以再度使用的，可重复使用的,,,
rice,raɪs,n.,n. 稻；米饭；vt. 把…捣成米糊状,,,
rich,rɪtʃ,adj.,adj. 富有的；肥沃的；昂贵的；adj. 油腻的，含有很多脂肪,,,
ring,rɪŋ,n.,n. 戒指；铃声，钟声；拳击场；环形物；vi. 按铃；敲钟；回响；成环形；vt. 按铃；包围；敲钟；套住,,,
ring a bell,,na.,na. 引起反应[共鸣]；使人想起某事,,,
rivals,ˈraɪvlz,n.,n. 对手（rival的复数）；[劳经] 竞争者；v. 竞争（rival的三单形式）,,,
robot,ˈrəʊbɒt,n.,n. 机器人；遥控设备，自动机械；机械般工作的人,,,
rockets,,n.,n. [航] 火箭，烟火；火箭弹（rocket的复数形式）；v. 用火箭运载；飞速上升；猛涨（rocket的第三人称单数）,,,
roll over,,na.,na. 滚动；使滚；〔美棒球〕得分；同“roll”,,,
room service,,n.,n. （旅馆）客房送餐服务,,,
roots,ruːts,n.,n. [数][植] 根；根源（root的复数形式）；v. 生根；扎根；连根拔起（root的三单形式）,,,
ropes,rəʊps,n.,n. 绳索（rope的复数）；围绳,,,
route,ruːt,n.,n. 路线；航线；通道；vt. 按某路线发送,,,
running,ˈrʌnɪŋ,n.,n. 运转；赛跑；流出；v. 跑；运转（run的ing形式）；行驶；adj. 连续的；流动的；跑着的；运转着的,,,
runner,ˈrʌnə(r),n.,n. 跑步者；走私者；推销员；送信人,,,
rules,ruːlz,n.,n. [数] 规则；条例（rule的复数形式）；v. 统治；支配；裁定（rule的第三人称单数形式）,,,
rush,rʌʃ,n.,n. 冲进；匆促；急流；灯心草；adj. 急需的；vt. 使冲；突袭；匆忙地做；飞跃；vi. 冲；奔；闯；赶紧；涌现,,,
sable,ˈseɪbl,n.,n. [脊椎] 黑貂；黑貂皮；丧服；adj. 黑的；黑貂皮的；昏暗的,,,
sacred,ˈseɪkrɪd,adj.,adj. 神的；神圣的；宗教的；庄严的,,,
safari park,,n.,n. 【旅】野生动物园,,,
sample,ˈsɑːmp(ə)l,n.,n. 样品；样本；例子；adj. 试样的，样品的；作为例子的；vt. 取样；尝试；抽样检查,,,
satellite,ˈsætəlaɪt,n.,n. 卫星；人造卫星；随从；卫星国家,,,
savings,ˈseɪvɪŋz,n.,n. 储蓄；存款；救助；节省物（saving的复数形式）,,,
savvy,ˈsævi,n.,n. 悟性；理解能力；懂行（的人）；vt. 理解；懂；vi. 理解；知道,,,
scale,skeɪl,n.,n. 规模；比例；鳞；刻度；天平；数值范围；vt. 测量；攀登；刮鳞；依比例决定；vi. 衡量；攀登；剥落；生水垢,,,
scarf,skɑːf,n.,n. 围巾；嵌接，嵌接处；头巾领巾；vt. 披嵌接；用围巾围,,,
scare,skeə(r),n.,n. 恐慌；惊吓；惊恐；vt. 惊吓；把…吓跑；adj. （美）骇人的；vi. 受惊,,,
scenery,ˈsiːnəri,n.,n. 风景；景色；舞台布景,,,
scent,sent,n.,n. 气味；嗅觉；痕迹；察觉能力；vt. 闻到；发觉；使充满…的气味；循着遗臭追踪；vi. 发出…的气味；有…的迹象；嗅着气味追赶,,,
schedule,ˈʃedjuːl,n.,n. 时间表；计划表；一览表；vt. 安排，计划；编制目录；将……列入计划表,,,
scores,skɔːz,n.,n. 考试成绩；比分（score的复数）；v. 得分（score的第三人称单数形式）；刻划,,,
screen,skriːn,n.,n. 屏，幕；屏风；vt. 筛；拍摄；放映；掩蔽；vi. 拍电影,,,
search habits,,,无,,,
seasoned,ˈsiːz(ə)nd,adj.,adj. 经验丰富的；老练的；调过味的,,,
seals,,n.,n. seal的复数形式,,,
seeds,si:dz,n.,n. 种子；种子选手（seed的复数）；种子状物；子孙后代；v. 播种；取出…的核；催化（seed的第三人称单数）,,,
semester,sɪˈmestə(r),n.,n. 学期；半年,,,
send newsletters,,,无,,,
sensible exercise,,,无,,,
settle,ˈset(ə)l,n.,n. 有背长椅；vi. 解决；定居；沉淀；下陷；vt. 解决；安排；使…定居,,,
sex,seks,n.,n. 性；性别；性行为；色情；vt. 引起…的性欲；区别…的性别,,,
shade,ʃeɪd,n.,n. 树荫；阴影；阴凉处；遮阳物；（照片等的）明暗度；少量、些微；细微的差别；vt. 使阴暗；使渐变；为…遮阳；使阴郁；掩盖；vi. （颜色、色彩等）渐变,,,
shallow,ˈʃæləʊ,n.,n. [地理] 浅滩；adj. 浅的；肤浅的；vt. 使变浅；vi. 变浅,,,
shame,ʃeɪm,n.,n. 羞耻，羞愧；憾事，带来耻辱的人；vt. 使丢脸，使羞愧,,,
shape,ʃeɪp,n.,n. 形状；模型；身材；具体化；vt. 形成；塑造，使成形；使符合；vi. 形成；成形；成长,,,
sharp,ʃɑːp,n.,n. 尖头；骗子；内行；adj. 急剧的；锋利的；强烈的；敏捷的；刺耳的；vt. 磨快；把音调升高；adv. 急剧地；锐利地；突然地；vi. 打扮；升音演奏,,,
sheep,ʃiːp,n.,n. 羊，绵羊；胆小鬼,,,
sheet,ʃiːt,n.,n. 薄片，纸张；薄板；床单；adj. 片状的；vt. 覆盖；盖上被单；使成大片；vi. 成片流动；大片落下,,,
shirt,ʃɜːt,n.,n. 衬衫；汗衫，内衣,,,
shrimp,ʃrɪmp,n.,n. 虾；小虾；矮小的人；adj. 有虾的；虾制的；vi. 捕虾,,,
shoot,ʃuːt,n.,n. 射击；摄影；狩猎；急流；vt. 射击，射中；拍摄；发芽；使爆炸；给…注射；vi. 射击；发芽；拍电影,,,
show,ʃəʊ,n.,n. 显示；表演；炫耀；vt. 显示；说明；演出；展出；vi. 显示；说明；指示,,,
shuttle,ˈʃʌt(ə)l,n.,n. 航天飞机；穿梭；梭子；穿梭班机、公共汽车等；vt. 使穿梭般来回移动；短程穿梭般运送；vi. 穿梭往返,,,
slang,slæŋ,n.,n. 俚语；行话；adj. 俚语的；vt. 用俚语说；vi. 用粗话骂,,,
slaves,sleɪvz,n.,"n. 奴隶, 服伺的人; 侍女; 上瘾; 服务于另一连接计算机的系统 (计算机用语)",,,
sick pay,ˈsɪk peɪ,n.,n. 病假工资,,,
sign,saɪn,n.,n. 迹象；符号；记号；手势；指示牌；vt. 签署；示意；vi. 签署；签名,,,
signature,ˈsɪɡnətʃə(r),n.,n. 署名；签名；信号,,,
signals,,n.,n. 信号；动机（signal的复数）；标志；v. 表示（signal的第三人称单数）；发信号,,,
silence,ˈsaɪləns,n.,n. 沉默；寂静；缄默；不谈；无声状态；vt. 使沉默；使安静；压制；消除噪音；int. 安静！；别作声！,,,
silk,sɪlk,n.,n. 丝绸；蚕丝；丝织物；adj. 丝的；丝绸的；丝制的；vi. （玉米）处于长须的阶段中,,,
similar,ˈsɪmələ(r),n.,n. 类似物；adj. 相似的,,,
singer,ˈsɪŋə(r),n.,n. 歌手，歌唱家,,,
sister,ˈsɪstə(r),n.,n. 姐妹；（称志同道合者）姐妹；修女；护士；adj. 姐妹般的；同类型的,,,
sites,saɪts,n.,n. 网站（site的复数）；遗址，举办地点；v. 使...位于（site的单三形式）,,,
situation,ˌsɪtʃuˈeɪʃ(ə)n,n.,n. 情况；形势；处境；位置,,,
situational,ˌsɪtʃuˈeɪʃənl,adj.,adj. 环境形成的；情形的,,,
sky,skaɪ,n.,n. 天空；顶点；vt. 把…投向空中；把…挂得过高；vi. 踢或击高空球；把桨叶翘得过高；飞涨,,,
smaller areas,,,无,,,
smash,smæʃ,n.,n. 破碎；扣球；冲突；大败；vt. 粉碎；使破产；溃裂；adj. 了不起的；非常轰动的；出色的；vi. 粉碎；打碎,,,
smoke alarms,,na.,na. (防火用的)烟雾报警器,,,
snacks,snæks,n.,n. [贸易] 小吃；快餐；零嘴（snack的复数）；v. 吃快餐；斗嘴（snack的三单形式）,,,
snow boarding,ˈsnəʊbɔːdɪŋ,n.,n. 滑板滑雪（运动）；单板滑雪（运动）；v. 参加滑雪（snowboard的ing形式）,,,
stabilize,ˈsteɪbəlaɪz,vt.,vt. 使稳固，使安定；vi. 稳定，安定,,,
staff,stɑːf,n.,n. 职员；参谋；棒；支撑；adj. 职员的；行政工作的；vt. 供给人员；给…配备职员；vi. 雇用工作人员,,,
stairs,steəz,n.,n. 楼梯；梯级（stair的复数）,,,
stair lift,,,楼梯升降机,,,
stars,stɑ:z,n.,"n. 明星类, 明星（star的复数形式）",,,
state park,,un.,un. 州立公园,,,
statement position,,,无,,,
stand,stænd,n.,n. 站立；立场；看台；停止；vi. 站立；位于；停滞；vt. 使站立；忍受；抵抗,,,
steam,stiːm,n.,n. 蒸汽；精力；adj. 蒸汽的；vt. 蒸，散发；用蒸汽处理；vi. 蒸，冒水汽,,,
steel,stiːl,n.,n. 钢铁；钢制品；坚固；adj. 钢制的；钢铁业的；坚强的；vt. 钢化；使冷酷,,,
stems,stemz,n.,n. [植] 茎（stem的复数）；树管；阻挡物；v. 起源于（stem的三单形式）；除去…的茎；给…装杆；止住,,,
stick,stɪk,n.,n. 棍；手杖；呆头呆脑的人；vi. 坚持；伸出；粘住；vt. 刺，戳；伸出；粘贴,,,
stickers,ˈstɪkəz,n.,n. [轻] 尖刀，贴纸；[胶粘] 粘着剂（sticker的复数形式）,,,
stimulation,ˌstɪmjuˈleɪʃ(ə)n,n.,n. 刺激；激励，鼓舞,,,
stings,stɪŋz,n.,n. 螫伤处( sting的名词复数 ); （某些昆虫的）毒刺; （身体或心灵的）剧痛; （警察为抓捕罪犯而设的）圈套；v. 螫伤，刺伤( sting的第三人称单数 ); 感到剧痛; 激怒; 使不安,,,
stranger,ˈstreɪndʒə(r),n.,n. 陌生人；外地人；局外人,,,
strain,streɪn,n.,n. 张力；拉紧；负担；扭伤；血缘；vt. 拉紧；滥用；滤去；竭力；vi. 拉紧；尽力；n. （植物、动物的）品种；种类,,,
straight,streɪt,n.,n. 直；直线；直男，直女，异性恋者；adj. 直的；连续的；笔直的；正直的；整齐的；异性恋的；adv. 直接地；不断地；立即；坦率地,,,
strength,streŋθ,n.,n. 力量；力气；兵力；长处,,,
stress,stres,n.,n. 压力；强调；紧张；重要性；重读；vt. 强调；使紧张；加压力于；用重音读,,,
strict,strɪkt,adj.,adj. 严格的；绝对的；精确的；详细的,,,
string,strɪŋ,n.,n. 线，弦，细绳；一串，一行,,,
strike,straɪk,n.,n. 罢工；打击；殴打；vi. 打，打击；罢工；敲，敲击；抓；打动；穿透；vt. 打，击；罢工；撞击，冲击；侵袭；打动；到达,,,
stolen,ˈstəʊlən,v.,v. 偷窃；剽窃（steal的过去分词）；adj. 偷走的,,,
storage space,,n.,n. 贮藏空间,,,
strap,stræp,n.,n. 带；皮带；磨刀皮带；鞭打；vt. 用带捆绑；用皮条抽打；约束；vi. 精力旺盛地工作；受束缚,,,
stretching,,n.,n. 伸长；展宽；v. 拉伸（stretch的ing形式）,,,
stop watch,,n.,n. 码表,,,
stuck,stʌk,v.,v. 刺（stick的过去式）；adj. 被卡住的；不能动的,,,
style,staɪl,n.,n. 风格；时尚；类型；字体；vt. 设计；称呼；使合潮流；vi. 设计式样；用刻刀作装饰画,,,
soap,səʊp,n.,n. 肥皂；vt. 将肥皂涂在……上；对……拍马屁（俚语）；vi. 用肥皂擦洗,,,
soccer,ˈsɒkə(r),n.,n. 英式足球，足球,,,
soldiers,ˈsəʊldʒə,n.,n. [军] 士兵；战士数量（soldier的复数）,,,
solid,ˈsɒlɪd,n.,n. 固体；立方体；adj. 固体的；可靠的；立体的；结实的；一致的,,,
solution,səˈluːʃ(ə)n,n.,n. 解决方案；溶液；溶解；解答,,,
socks,sɒks,n.,n. 袜子（sock的复数）,,,
sort,sɔːt,n.,n. 种类；方式；品质；vt. 将…分类；将…排序；挑选出某物；vi. 分类；协调；交往,,,
songs,,n.,n. 歌曲，歌集（song的复数）,,,
soup,suːp,n.,n. 汤，羹；马力；vt. 加速；增加马力,,,
source,sɔːs,n.,n. 来源；水源；原始资料,,,
souvenir,ˌsuːvəˈnɪə(r),n.,n. 纪念品；礼物；vt. 把…留作纪念,,,
spare,speə(r),n.,n. 剩余；备用零件；vt. 节约，吝惜；饶恕；分出，分让；adj. 多余的；瘦的；少量的；vi. 饶恕，宽恕；节约,,,
spare keys,,,无,,,
spare room,,un.,un. 备用室,,,
spears,spiə,n.,n. 矛，长矛；叶片（spear的复数形式）,,,
speeches,ˈspiːtʃɪz,n.,n. 演讲；发言，致辞（speech的复数形式）,,,
spine,spaɪn,n.,n. 脊柱，脊椎；刺；书脊,,,
spoon,spuːn,n.,n. 匙，勺子；一杓的量；vt. 用匙舀；使成匙状；vi. 轻轻向上击,,,
spring water,,na.,na. 泉水,,,
subjects,'sʌbdʒekts; 'sʌbdʒɪkts,n.,n. 学科；科目（subject的复数）；[图情] 主题；被试者；v. 使服从；使经受；提交（subject的三单形式）,,,
subtopics,ˌsʌbˈtɒpɪk,,(subtopic 的复数) n. 副主题；小标题,,,
subway,ˈsʌbweɪ,n.,n. 地铁；地道；vi. 乘地铁,,,
success,səkˈses,n.,n. 成功，成就；胜利；大获成功的人或事物,,,
suitable,ˈsuːtəb(ə)l,adj.,adj. 适当的；相配的,,,
support services,,, 支持服务；支援服务；支持性服务,,,
supportive,səˈpɔːtɪv,adj.,adj. 支持的；支援的；赞助的,,,
surfing,ˈsɜːfɪŋ,n.,n. 冲浪游戏；v. 冲浪（surf的ing形式）,,,
surprise,səˈpraɪz,n.,n. 惊奇，诧异；突然袭击；adj. 令人惊讶的；vt. 使惊奇；奇袭,,,
symbol,ˈsɪmb(ə)l,n.,n. 象征；符号；标志,,,
system,ˈsɪstəm,n.,n. 制度，体制；系统；方法,,,
sweaters,,n.,n. 毛衣（sweater的复数形式）,,,
sweetener,ˈswiːtnə(r),n.,n. 甜料；好处；脱硫设备,,,
switched off,,na.,na. 不收听(某一广播),,,
talent,ˈtælənt,n.,n. 才能；天才；天资,,,
tail,teɪl,n.,n. 尾巴；踪迹；辫子；燕尾服；adj. 从后面而来的；尾部的；vt. 尾随；装上尾巴；vi. 跟踪；变少或缩小,,,
tank,tæŋk,n.,n. 坦克；水槽；池塘；vt. 把…贮放在柜内；打败；vi. 乘坦克行进,,,
task,tɑːsk,n.,n. 工作，作业；任务；vt. 分派任务,,,
tea,tiː,n.,n. 茶叶；茶树；茶点；vt. 给…沏茶；vi. 喝茶；进茶点,,,
tears,tɪəz,n.,n. 眼泪；泪水（tear复数形式）；v. 流泪；撕裂（tear的三单形式）,,,
teeth,tiːθ,n.,n. 牙齿,,,
television program,,n.,n. 电视节目,,,
television drama,,n.,n. 电视剧,,,
temple,ˈtemp(ə)l,n.,n. 庙宇；寺院；神殿；太阳穴,,,
temple walls,,,无,,,
term,tɜːm,n.,n. 术语；学期；期限；条款；(代数式等的)项；vt. 把…叫做,,,
terrace,ˈterəs,n.,n. 平台；梯田；阳台；adj. （女服）叠层式的；vt. 使成梯田，使成阶地；使有平台屋顶；vi. 成阶地；成梯田；筑成坛,,,
territory,ˈterətri,n.,n. 领土，领域；范围；地域；版图,,,
theme,θiːm,n.,n. 主题；主旋律；题目；adj. 以奇想主题布置的,,,
therapy,ˈθerəpi,n.,n. 治疗，疗法,,,
third,θɜːd,num.,num. 第三；三分之一；adj. 第三的；三分之一的,,,
think quickly,,,无,,,
thunderstorm,ˈθʌndəstɔːm,n.,n. [气象] 雷暴；雷暴雨；大雷雨,,,
tides,taɪdz,n.,n. [海洋] 潮汐（tide的复数）；v. 随潮水漂浮（tide的第三人称单数）,,,
tiger,ˈtaɪɡə(r),n.,n. 老虎；凶暴的人,,,
timber,ˈtɪmbə(r),n.,n. 木材；木料,,,
titles,,n.,n. [计][图情] 标题；主题（title复数形式）；字幕；v. 加标题于；授予…称号（title的三单形式）,,,
toaster,ˈtəʊstə(r),n.,n. 烤面包器，烤箱；祝酒人；烤面包的人,,,
tolerance,ˈtɒlərəns,n.,n. 公差；宽容；容忍；公差,,,
toilet,ˈtɔɪlət,n.,n. 厕所，盥洗室；梳妆，打扮；vt. 给…梳妆打扮；vi. 梳妆，打扮,,,
tomatoes,təˈmɑːtəʊz,n.,n. 蕃茄（tomato的复数形式）,,,
tone,təʊn,n.,n. 语气；色调；音调；音色；vt. 增强；用某种调子说；vi. 颜色调和；呈现悦目色调,,,
tongue,tʌŋ,n.,n. 舌头；语言；vt. 舔；斥责；用舌吹；vi. 说话；吹管乐器,,,
toothache,ˈtuːθeɪk,n.,n. [口腔] 牙痛,,,
torn,tɔːn,v.,v. 扯裂，撕开（tear的过去分词）,,,
touching,ˈtʌtʃɪŋ,prep.,prep. 至于，关于；v. 接触；感动（touch的ing形式）；adj. 动人的，令人同情的,,,
trace,treɪs,n.,n. 痕迹，踪迹；微量；[仪] 迹线；缰绳；vt. 追踪，查探；描绘；回溯；vi. 追溯；沿路走,,,
tracking protection,,,无,,,
translator,trænzˈleɪtə(r); trænsˈleɪtə(r),n.,n. 译者；翻译器,,,
translation,trænzˈleɪʃn; trænsˈleɪʃn,n.,n. 翻译；译文；转化；调任,,,
trash,træʃ,n.,n. 垃圾；废物；vt. 丢弃；修剪树枝,,,
treatment,ˈtriːtmənt,n.,n. 治疗，疗法；处理；对待,,,
trends,trendz,n.,n. 动态，[统计] 趋势,,,
truck,trʌk,n.,n. 卡车；交易；手推车；adj. （美）运货汽车的；vt. 交易；以卡车运输；vi. 驾驶卡车；以物易物,,,
true,truː,n.,n. 真实；准确；adj. 真实的；正确的；vt. 装准；adv. 真实地；准确地,,,
trust,trʌst,n.,n. 信任，信赖；责任；托拉斯；vt. 信任，信赖；盼望；赊卖给；vi. 信任，信赖；依靠,,,
turn,tɜːn,n.,n. 转弯；变化；(损害或有益于别人的)行为，举动，举止；vi. 转向；转变；转动；vt. 转动，使旋转；转弯；翻过来；兑换,,,
tuna,ˈtjuːnə,n.,n. 金枪鱼，鲔鱼,,,
type,taɪp,n.,n. 类型，品种；模范；样式；vt. 打字；测定（血等）类型；vi. 打字,,,
typing,ˈtaɪpɪŋ,n.,n. 打字；键入；v. 打字；按类型把…归类（type的现在分词）,,,
umbrella,ʌmˈbrelə,n.,n. 雨伞；保护伞；庇护；伞形结构,,,
uncle,ˈʌŋk(ə)l,n.,n. 叔叔；伯父；伯伯；舅父；姨丈；姑父,,,
uniform,ˈjuːnɪfɔːm,n.,n. 制服；adj. 统一的；一致的；相同的；均衡的；始终如一的；vt. 使穿制服；使成一样,,,
useless,ˈjuːsləs,adj.,adj. 无用的；无效的,,,
undergraduate,ˌʌndəˈɡrædʒuət,n.,n. 大学生；大学肄业生；adj. 大学生的,,,
upstairs,ˌʌpˈsteəz,n.,n. 楼上；adj. 楼上的；adv. 在楼上，向楼上；上楼；往楼上,,,
understand,ˌʌndəˈstænd,vi.,vi. 理解；懂得；熟悉；vt. 理解；懂；获悉；推断；省略,,,
version,ˈvɜːʃ(ə)n,n.,n. 版本；译文；倒转术,,,
vertical,ˈvɜːtɪk(ə)l,n.,n. 垂直线，垂直面；adj. 垂直的，直立的；[解剖] 头顶的，顶点的,,,
vetting,ˈvetɪŋ,n.,n. 审查，审核,,,
visa,ˈviːzə,n.,n. 签证；vt. 签发签证,,,
visual aids,,n.,n. “visual aid”的复数,,,
voice,vɔɪs,n.,n. 声音；嗓音；发言权；愿望；vt. 表达；吐露,,,
volcanic ash,,na.,na. 火山灰,,,
voluntary,ˈvɒləntri,n.,n. 志愿者；自愿行动；adj. 自愿的；志愿的；自发的；故意的,,,
vocabulary,vəˈkæbjələri,n.,n. 词汇；词表；词汇量,,,
watch,wɒtʃ,n.,n. 手表；监视；守护；值班人；vt. 观察；注视；看守；警戒；vi. 观看，注视；守侯，看守,,,
wallet,ˈwɒlɪt,n.,n. 钱包，皮夹,,,
wait,weɪt,n.,n. 等待；等候；vi. 等待；耽搁；伺候用餐；vt. 等候；推迟；延缓,,,
walking,ˈwɔːkɪŋ,n.,n. 步行；散步；v. 步行（walk的ing形式）；adj. 步行的,,,
walking boots,,, 步行靴；行军靴；靴子,,,
warehouse,ˈweəhaʊs,n.,n. 仓库；货栈；大商店,,,
weed,wiːd,n.,n. 杂草，野草；菸草；vt. 除草；铲除；vi. 除草,,,
weeding,ˈwiːdɪŋ,n.,n. [农学] 除草；除杂草；（图书馆馆藏）汰旧更新；v. [农学] 除草（weed的现在分词）,,,
welcome,ˈwelkəm,n.,n. 欢迎；vt. 欢迎；adj. 受欢迎的；int. 欢迎,,,
welfare,ˈwelfeə(r),n.,n. 福利；幸福；福利事业；安宁；adj. 福利的；接受社会救济的,,,
wetsuit,ˈwetsuːt; ˈwetsjuːt,n.,n. 潜水服；防寒泳衣；湿式保暖服,,,
whistle,ˈwɪs(ə)l,n.,n. 口哨；汽笛；呼啸声；vt. 吹口哨；鸣汽笛,,,
whole,həʊl,n.,n. 整体；全部；adj. 完整的；纯粹的,,,
wide,waɪd,n.,n. 大千世界；adj. 广泛的；宽的，广阔的；张大的；远离目标的；adv. 广泛地；广阔地；充分地,,,
willing,ˈwɪlɪŋ,adj.,adj. 乐意的；自愿的；心甘情愿的；v. 决心；用意志力驱使；将（财产等）遗赠某人（will的现在分词）,,,
wings,wɪŋz,n.,n. [昆] 翅膀（wing的复数形式）；飞行章；女童军戴的一种翼形章,,,
wires,,n.,n. [电] 电线；线变形器（wire的复数）；小五金；网格,,,
wrong,rɒŋ,n.,n. 坏事；不公正；adj. 错误的；失常的；不适当的；vt. 委屈；无理地对待；诽谤；adv. 错误地；邪恶地，不正当地,,,
words,wɜːdz,n.,n. [计] 字（word的复数）；话语；言语；v. 用言语表达（word的三单形式）,,,
workbooks,ˈwɜːkbʊk,n.,n. 练习本，作业本( workbook的名词复数 ),,,
alternate,ɔːlˈtɜːnət,n.,n. 替换物；adj. 交替的；轮流的；vt. 使交替；使轮流；vi. 交替；轮流,,,
archaeologist,ˌɑːkiˈɒlədʒɪst,n.,n. 考古学家,,,
assume,əˈsjuːm,vt.,vt. 僭取；篡夺；夺取；擅用；侵占；vi. 假定；设想；承担；采取,,,
apparent,əˈpærənt,adj.,adj. 显然的；表面上的,,,
associate,əˈsəʊsieɪt,n.,n. 同事，伙伴；关联的事物；adj. 副的；联合的；vt. 联想；使联合；使发生联系；vi. 交往；结交,,,
awareness,əˈweənəs,n.,n. 意识，认识；明白，知道；n. 人群对品牌或产品的认知,,,
ancient,ˈeɪnʃənt,n.,n. 古代人；老人；adj. 古代的；古老的，过时的；年老的,,,
ancestor,ˈænsestə(r),n.,n. 始祖，祖先；被继承人,,,
adequate,ˈædɪkwət,adj.,adj. 充足的；适当的；胜任的,,,
convention,kənˈvenʃn,n.,n. 大会；[法] 惯例；[计] 约定；[法] 协定；习俗,,,
critic,ˈkrɪtɪk,n.,n. 批评家，评论家；爱挑剔的人,,,
conserve,kənˈsɜːv,n.,n. 果酱；蜜饯；vt. 保存；将…做成蜜饯；使守恒,,,
consequence,ˈkɒnsɪkwəns,n.,n. 结果；重要性；推论,,,
constant,ˈkɒnstənt,n.,n. [数] 常数；恒量；adj. 不变的；恒定的；经常的,,,
conscious,ˈkɒnʃəs,adj.,adj. 意识到的；故意的；神志清醒的,,,
commit,kəˈmɪt,vt.,vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务,,,
despite,dɪˈspaɪt,prep.,prep. 尽管，不管；n. 轻视；憎恨；侮辱,,,
diverse,daɪˈvɜːs,adj.,adj. 不同的；多种多样的；变化多的,,,
dominant,ˈdɒmɪnənt,n.,n. 显性；adj. 显性的；占优势的；支配的，统治的,,,
distinct,dɪˈstɪŋkt,adj.,adj. 明显的；独特的；清楚的；有区别的,,,
define,dɪˈfaɪn,vt.,vt. 定义；使明确；规定,,,
detect,dɪˈtekt,vt.,vt. 察觉；发现；探测,,,
demonstrate,ˈdemənstreɪt,vt.,vt. 证明；展示；论证；vi. 示威,,,
emerge,ɪˈmɜːdʒ,vi.,vi. 浮现；摆脱；暴露,,,
evolve,ɪˈvɒlv,vi.,vi. 发展，进展；进化；逐步形成；vt. 发展，进化；进化；使逐步形成；推断出,,,
engage,ɪnˈɡeɪdʒ,vi.,vi. 从事；答应，保证；交战；啮合；vt. 吸引，占用；使参加；雇佣；使订婚；预定,,,
establish,ɪˈstæblɪʃ,vi.,vi. 植物定植；vt. 建立；创办；安置,,,
establishment,ɪˈstæblɪʃmənt,n.,n. 确立，制定；公司；设施,,,
eventually,ɪˈventʃuəli,adv.,adv. 最后，终于,,,
era,ˈɪərə,n.,n. 时代；年代；纪元,,,
essential,ɪˈsenʃl,n.,n. 本质；要素；要点；必需品；adj. 基本的；必要的；本质的；精华的,,,
enormous,ɪˈnɔːməs,adj.,adj. 庞大的，巨大的；凶暴的，极恶的,,,
emphasis,ˈemfəsɪs,n.,n. 重点；强调；加强语气,,,
elsewhere,ˌelsˈweə(r),adv.,adv. 在别处；到别处,,,
existence,ɪɡˈzɪstəns,n.,n. 存在，实在；生存，生活；存在物，实在物,,,
